AÑO,MES,MUNICIPIO,ESTRATO,No. SUSCRIPTORES ACUEDUCTO,CONSUMO M3 ACUEDUCTO,PROMEDIO CONSUMO ACUEDUCTO,MES_NUM
2021,SEPTIEMBRE,Arma,3,35,374,10.69,9
2021,SEPTIEMBRE,Belalcazar,1,587,5198,8.86,9
2021,SEPTIEMBRE,Belalcazar,2,799,7099,8.88,9
2021,SEPTIEMBRE,Belalcazar,3,392,3317,8.46,9
2021,SEPTIEMBRE,Belalcazar,4,9,225,25.0,9
2021,SEPTIEMBRE,Belalcazar,5,1,26,26.0,9
2021,SEPTIEMBRE,Chinchina,1,2029,25062,12.35,9
2021,SEPTIEMBRE,Chinchina,2,5174,66261,12.81,9
2021,SEPTIEMBRE,Chinchina,3,3553,47288,13.31,9
2021,SEPTIEMBRE,Chinchina,4,1857,20283,10.92,9
2021,SEPTIEMBRE,Chinchina,5,365,3875,10.62,9
2021,SEPTIEMBRE,Filadelfia,1,266,2376,8.93,9
2021,SEPTIEMBRE,Filadelfia,2,672,5527,8.22,9
2021,SEPTIEMBRE,Filadelfia,3,519,4115,7.93,9
2021,SEPTIEMBRE,Guarinocito,1,207,4205,20.31,9
2021,SEPTIEMBRE,Guarinocito,2,569,9123,16.03,9
2021,SEPTIEMBRE,Guarinocito,3,16,598,37.38,9
2021,SEPTIEMBRE,Guarinocito,4,3,65,21.67,9
2021,SEPTIEMBRE,Kilometro 41,1,168,1973,11.74,9
2021,SEPTIEMBRE,Kilometro 41,2,328,3612,11.01,9
2021,SEPTIEMBRE,Kilometro 41,3,63,711,11.29,9
2021,SEPTIEMBRE,Kilometro 41,4,16,339,21.19,9
2021,SEPTIEMBRE,Kilometro 41,5,42,224,5.33,9
2021,SEPTIEMBRE,Kilometro 41,6,2,14,7.0,9
2021,SEPTIEMBRE,La Dorada,2,9399,128445,13.67,9
2021,SEPTIEMBRE,La Dorada,3,4612,71846,15.58,9
2021,SEPTIEMBRE,La Dorada,4,399,8474,21.24,9
2021,SEPTIEMBRE,La Dorada,5,77,2554,33.17,9
2021,SEPTIEMBRE,La Dorada,6,19,331,17.42,9
2021,SEPTIEMBRE,Manzanares,1,375,2893,7.71,9
2021,SEPTIEMBRE,Manzanares,2,1502,11838,7.88,9
2021,SEPTIEMBRE,Manzanares,3,571,4757,8.33,9
2021,SEPTIEMBRE,Manzanares,4,14,108,7.71,9
2021,SEPTIEMBRE,Marmato,1,285,5916,20.76,9
2021,SEPTIEMBRE,Marmato,2,734,13741,18.72,9
2021,SEPTIEMBRE,Marmato,3,11,267,24.27,9
2021,SEPTIEMBRE,Marmato,4,1,6,6.0,9
2021,SEPTIEMBRE,Marquetalia,1,814,6845,8.41,9
2021,SEPTIEMBRE,Marquetalia,2,762,7556,9.92,9
2021,SEPTIEMBRE,Marquetalia,3,587,6062,10.33,9
2021,SEPTIEMBRE,Marquetalia,4,9,113,12.56,9
2021,SEPTIEMBRE,Marulanda,1,88,395,4.49,9
2021,SEPTIEMBRE,Marulanda,2,224,1153,5.15,9
2021,SEPTIEMBRE,Marulanda,3,25,109,4.36,9
2021,SEPTIEMBRE,Neira,1,177,1967,11.11,9
2021,SEPTIEMBRE,Neira,2,1353,13716,10.14,9
2021,SEPTIEMBRE,Neira,4,20,102,5.1,9
2021,SEPTIEMBRE,Palestina,1,637,5836,9.16,9
2021,SEPTIEMBRE,Palestina,2,834,7883,9.45,9
2021,SEPTIEMBRE,Palestina,3,186,1931,10.38,9
2021,SEPTIEMBRE,Palestina,5,8,119,14.88,9
2021,SEPTIEMBRE,Riosucio,1,713,7389,10.36,9
2021,SEPTIEMBRE,Riosucio,2,2168,21689,10.0,9
2021,SEPTIEMBRE,Riosucio,3,2879,27969,9.71,9
2021,SEPTIEMBRE,Riosucio,4,3,21,7.0,9
2021,SEPTIEMBRE,Risaralda,1,488,5452,11.17,9
2021,SEPTIEMBRE,Risaralda,2,1115,8454,7.58,9
2021,SEPTIEMBRE,Risaralda,3,256,1776,6.94,9
2021,SEPTIEMBRE,Risaralda,4,43,362,8.42,9
2021,SEPTIEMBRE,Risaralda,5,151,742,4.91,9
2021,SEPTIEMBRE,Risaralda,6,1,3,3.0,9
2021,SEPTIEMBRE,Salamina,1,969,8255,8.52,9
2021,SEPTIEMBRE,Salamina,3,776,6773,8.73,9
2021,SEPTIEMBRE,Salamina,4,19,199,10.47,9
2021,SEPTIEMBRE,Samana,2,1014,8995,8.87,9
2021,SEPTIEMBRE,San Jose,1,221,2025,9.16,9
2021,SEPTIEMBRE,San Jose,2,415,3758,9.06,9
2021,SEPTIEMBRE,San Jose,3,29,132,4.55,9
2021,SEPTIEMBRE,Supia,1,82,1374,16.76,9
2021,SEPTIEMBRE,Supia,2,2733,34312,12.55,9
2021,SEPTIEMBRE,Supia,3,2052,27224,13.27,9
2021,SEPTIEMBRE,Supia,4,18,463,25.72,9
2021,SEPTIEMBRE,Supia,6,7,148,21.14,9
2021,SEPTIEMBRE,Victoria,1,639,5255,8.22,9
2021,SEPTIEMBRE,Victoria,2,590,5229,8.86,9
2021,SEPTIEMBRE,Victoria,3,250,2295,9.18,9
2021,SEPTIEMBRE,Victoria,5,1,33,33.0,9
2021,SEPTIEMBRE,Viterbo,3,1271,17535,13.8,9
2021,SEPTIEMBRE,Viterbo,4,316,5854,18.53,9
2021,SEPTIEMBRE,Viterbo,5,8,121,15.13,9
2021,OCTUBRE,Aguadas,1,1166,9474,8.13,10
2021,OCTUBRE,Aguadas,3,485,4543,9.37,10
2021,OCTUBRE,Aguadas,4,19,137,7.21,10
2021,OCTUBRE,Aguadas,5,1,32,32.0,10
2021,OCTUBRE,Aguadas,6,3,0,0.0,10
2021,OCTUBRE,Anserma,2,1915,16108,8.41,10
2021,OCTUBRE,Anserma,3,3173,24981,7.87,10
2021,OCTUBRE,Anserma,4,270,1985,7.35,10
2021,OCTUBRE,Anserma,5,3,164,54.67,10
2021,OCTUBRE,Arauca,1,773,8256,10.68,10
2021,OCTUBRE,Arauca,2,721,9016,12.5,10
2021,OCTUBRE,Arauca,3,37,462,12.49,10
2021,OCTUBRE,Arauca,5,1,14,14.0,10
2021,OCTUBRE,Arma,1,45,507,11.27,10
2021,OCTUBRE,Arma,2,372,3378,9.08,10
2021,OCTUBRE,Arma,3,35,412,11.77,10
2021,OCTUBRE,Belalcazar,1,588,5392,9.17,10
2021,OCTUBRE,Belalcazar,2,801,7265,9.07,10
2021,OCTUBRE,Belalcazar,3,392,3626,9.25,10
2021,OCTUBRE,Belalcazar,4,9,280,31.11,10
2021,OCTUBRE,Belalcazar,5,1,51,51.0,10
2021,OCTUBRE,Chinchina,1,2035,25301,12.43,10
2021,OCTUBRE,Chinchina,2,5189,66552,12.83,10
2021,OCTUBRE,Chinchina,4,1859,21314,11.47,10
2021,OCTUBRE,Chinchina,5,365,4352,11.92,10
2021,OCTUBRE,Filadelfia,1,266,2208,8.3,10
2021,OCTUBRE,Filadelfia,2,675,5267,7.8,10
2021,OCTUBRE,Filadelfia,3,526,4195,7.98,10
2021,OCTUBRE,Guarinocito,1,207,3598,17.38,10
2021,OCTUBRE,Guarinocito,3,16,615,38.44,10
2021,OCTUBRE,Guarinocito,4,3,9,3.0,10
2021,OCTUBRE,Kilometro 41,1,169,1873,11.08,10
2021,OCTUBRE,Kilometro 41,2,333,3369,10.12,10
2021,OCTUBRE,Kilometro 41,3,63,677,10.75,10
2021,OCTUBRE,Kilometro 41,4,16,358,22.38,10
2021,OCTUBRE,Kilometro 41,5,42,159,3.79,10
2021,OCTUBRE,Kilometro 41,6,2,9,4.5,10
2021,OCTUBRE,La Dorada,1,4855,87449,18.01,10
2021,OCTUBRE,La Dorada,3,4618,69564,15.06,10
2021,OCTUBRE,La Dorada,4,399,8609,21.58,10
2021,OCTUBRE,La Dorada,5,78,2575,33.01,10
2021,OCTUBRE,La Dorada,6,19,415,21.84,10
2021,OCTUBRE,Manzanares,1,376,2811,7.48,10
2021,OCTUBRE,Manzanares,2,1506,10876,7.22,10
2021,OCTUBRE,Manzanares,3,571,4577,8.02,10
2021,OCTUBRE,Manzanares,4,14,128,9.14,10
2021,OCTUBRE,Marmato,1,286,5713,19.98,10
2021,OCTUBRE,Marmato,2,740,13344,18.03,10
2021,OCTUBRE,Marmato,3,11,216,19.64,10
2021,OCTUBRE,Marmato,4,1,1,1.0,10
2021,OCTUBRE,Marquetalia,1,817,6323,7.74,10
2021,OCTUBRE,Marquetalia,2,766,6747,8.81,10
2021,OCTUBRE,Marquetalia,4,9,95,10.56,10
2021,OCTUBRE,Marulanda,1,88,350,3.98,10
2021,OCTUBRE,Marulanda,2,224,1216,5.43,10
2021,OCTUBRE,Marulanda,3,25,125,5.0,10
2021,OCTUBRE,Neira,2,1361,13726,10.09,10
2021,OCTUBRE,Neira,4,21,111,5.29,10
2023,MARZO,Neira,6,1,9,9.0,3
2021,OCTUBRE,Palestina,1,639,6059,9.48,10
2021,OCTUBRE,Palestina,2,833,8075,9.69,10
2021,OCTUBRE,Palestina,3,186,1972,10.6,10
2021,OCTUBRE,Palestina,4,197,1542,7.83,10
2021,OCTUBRE,Palestina,5,8,104,13.0,10
2021,OCTUBRE,Riosucio,1,711,6938,9.76,10
2021,OCTUBRE,Riosucio,2,2167,20535,9.48,10
2021,OCTUBRE,Riosucio,3,2819,25877,9.18,10
2021,OCTUBRE,Riosucio,4,3,16,5.33,10
2021,OCTUBRE,Risaralda,2,1119,7843,7.01,10
2021,OCTUBRE,Risaralda,3,256,1757,6.86,10
2021,OCTUBRE,Risaralda,4,45,433,9.62,10
2021,OCTUBRE,Risaralda,5,151,893,5.91,10
2021,OCTUBRE,Risaralda,6,1,10,10.0,10
2021,OCTUBRE,Salamina,1,972,8041,8.27,10
2021,OCTUBRE,Salamina,2,1643,13269,8.08,10
2021,OCTUBRE,Salamina,3,775,6435,8.3,10
2021,OCTUBRE,Salamina,4,19,223,11.74,10
2021,OCTUBRE,Samana,1,658,4729,7.19,10
2021,OCTUBRE,Samana,2,1017,7932,7.8,10
2021,OCTUBRE,Samana,3,479,4182,8.73,10
2021,OCTUBRE,San Jose,1,221,1951,8.83,10
2021,OCTUBRE,San Jose,2,416,3368,8.1,10
2021,OCTUBRE,San Jose,3,29,118,4.07,10
2021,OCTUBRE,Supia,1,82,1604,19.56,10
2021,OCTUBRE,Supia,2,2738,33524,12.24,10
2021,OCTUBRE,Supia,3,2061,26972,13.09,10
2021,OCTUBRE,Supia,4,18,570,31.67,10
2021,OCTUBRE,Supia,6,7,158,22.57,10
2021,OCTUBRE,Victoria,1,641,4979,7.77,10
2021,OCTUBRE,Victoria,2,593,4914,8.29,10
2021,OCTUBRE,Victoria,3,249,2127,8.54,10
2021,OCTUBRE,Victoria,5,1,47,47.0,10
2021,OCTUBRE,Viterbo,1,956,13315,13.93,10
2021,OCTUBRE,Viterbo,2,1302,17341,13.32,10
2021,OCTUBRE,Viterbo,3,1282,16433,12.82,10
2021,OCTUBRE,Viterbo,4,317,4716,14.88,10
2021,OCTUBRE,Viterbo,5,8,94,11.75,10
2021,NOVIEMBRE,Aguadas,1,1166,10657,9.14,11
2021,NOVIEMBRE,Aguadas,2,2383,22784,9.56,11
2021,NOVIEMBRE,Aguadas,3,483,5034,10.42,11
2021,NOVIEMBRE,Aguadas,4,18,165,9.17,11
2021,NOVIEMBRE,Aguadas,5,1,15,15.0,11
2021,NOVIEMBRE,Aguadas,6,3,1427,475.67,11
2021,NOVIEMBRE,Anserma,1,1472,13366,9.08,11
2021,NOVIEMBRE,Anserma,2,1918,16243,8.47,11
2021,NOVIEMBRE,Anserma,4,270,2012,7.45,11
2021,NOVIEMBRE,Anserma,5,3,100,33.33,11
2021,NOVIEMBRE,Arauca,3,37,447,12.08,11
2021,NOVIEMBRE,Arauca,5,1,146,146.0,11
2021,NOVIEMBRE,Arma,1,47,545,11.6,11
2021,NOVIEMBRE,Arma,2,368,3563,9.68,11
2021,NOVIEMBRE,Arma,3,33,529,16.03,11
2021,NOVIEMBRE,Belalcazar,1,590,5749,9.74,11
2021,NOVIEMBRE,Belalcazar,2,806,7946,9.86,11
2021,NOVIEMBRE,Belalcazar,3,392,3747,9.56,11
2021,NOVIEMBRE,Belalcazar,4,9,148,16.44,11
2021,NOVIEMBRE,Belalcazar,5,1,117,117.0,11
2021,NOVIEMBRE,Chinchina,1,2038,26161,12.84,11
2021,NOVIEMBRE,Chinchina,3,3649,46817,12.83,11
2021,NOVIEMBRE,Chinchina,4,1862,21802,11.71,11
2021,NOVIEMBRE,Chinchina,5,365,4472,12.25,11
2021,NOVIEMBRE,Filadelfia,1,267,2131,7.98,11
2021,NOVIEMBRE,Filadelfia,2,678,5524,8.15,11
2021,NOVIEMBRE,Filadelfia,3,527,4158,7.89,11
2021,NOVIEMBRE,Guarinocito,1,206,3571,17.33,11
2021,NOVIEMBRE,Guarinocito,2,571,9167,16.05,11
2021,NOVIEMBRE,Guarinocito,3,16,618,38.63,11
2021,NOVIEMBRE,Guarinocito,4,3,71,23.67,11
2021,NOVIEMBRE,Kilometro 41,1,169,1974,11.68,11
2021,NOVIEMBRE,Kilometro 41,2,333,3743,11.24,11
2021,NOVIEMBRE,Kilometro 41,3,62,717,11.56,11
2021,NOVIEMBRE,Kilometro 41,4,16,451,28.19,11
2021,NOVIEMBRE,Kilometro 41,5,42,294,7.0,11
2021,NOVIEMBRE,Kilometro 41,6,2,12,6.0,11
2021,NOVIEMBRE,La Dorada,1,4866,87859,18.06,11
2021,NOVIEMBRE,La Dorada,2,9424,125694,13.34,11
2021,NOVIEMBRE,La Dorada,3,4622,70612,15.28,11
2021,NOVIEMBRE,La Dorada,4,399,9349,23.43,11
2021,NOVIEMBRE,La Dorada,5,78,2799,35.88,11
2021,NOVIEMBRE,La Dorada,6,20,477,23.85,11
2021,NOVIEMBRE,Manzanares,1,376,2713,7.22,11
2021,NOVIEMBRE,Manzanares,2,1512,10754,7.11,11
2021,NOVIEMBRE,Manzanares,3,571,4455,7.8,11
2021,NOVIEMBRE,Manzanares,4,14,108,7.71,11
2021,NOVIEMBRE,Marmato,1,286,6159,21.53,11
2021,NOVIEMBRE,Marmato,2,741,14015,18.91,11
2021,NOVIEMBRE,Marmato,3,11,159,14.45,11
2021,NOVIEMBRE,Marmato,4,1,3,3.0,11
2021,NOVIEMBRE,Marquetalia,1,817,6269,7.67,11
2021,NOVIEMBRE,Marquetalia,2,766,6806,8.89,11
2021,NOVIEMBRE,Marquetalia,3,587,5499,9.37,11
2021,NOVIEMBRE,Marquetalia,4,9,104,11.56,11
2021,NOVIEMBRE,Marulanda,1,89,353,3.97,11
2021,NOVIEMBRE,Marulanda,2,225,1222,5.43,11
2021,NOVIEMBRE,Marulanda,3,25,150,6.0,11
2021,NOVIEMBRE,Neira,1,174,1926,11.07,11
2021,NOVIEMBRE,Neira,3,2061,21745,10.55,11
2021,NOVIEMBRE,Neira,4,21,87,4.14,11
2021,NOVIEMBRE,Neira,6,1,0,0.0,11
2021,NOVIEMBRE,Palestina,1,642,5742,8.94,11
2021,NOVIEMBRE,Palestina,2,836,7963,9.53,11
2021,NOVIEMBRE,Palestina,3,186,1999,10.75,11
2021,NOVIEMBRE,Palestina,4,196,1722,8.79,11
2021,NOVIEMBRE,Palestina,5,8,110,13.75,11
2021,NOVIEMBRE,Riosucio,1,715,6706,9.38,11
2021,NOVIEMBRE,Riosucio,2,2173,20391,9.38,11
2021,NOVIEMBRE,Riosucio,3,2829,25348,8.96,11
2021,NOVIEMBRE,Riosucio,4,3,16,5.33,11
2021,NOVIEMBRE,Risaralda,1,491,4162,8.48,11
2021,NOVIEMBRE,Risaralda,3,256,1755,6.86,11
2021,NOVIEMBRE,Risaralda,4,45,335,7.44,11
2021,NOVIEMBRE,Risaralda,5,151,916,6.07,11
2021,NOVIEMBRE,Risaralda,6,1,9,9.0,11
2021,NOVIEMBRE,Salamina,2,1645,13345,8.11,11
2021,NOVIEMBRE,Salamina,4,19,228,12.0,11
2021,NOVIEMBRE,Samana,1,662,4745,7.17,11
2021,NOVIEMBRE,Samana,2,1027,8053,7.84,11
2021,NOVIEMBRE,Samana,3,478,4234,8.86,11
2021,NOVIEMBRE,San Jose,1,221,2728,12.34,11
2021,NOVIEMBRE,San Jose,2,414,3514,8.49,11
2021,NOVIEMBRE,San Jose,3,29,141,4.86,11
2021,NOVIEMBRE,Supia,1,82,1512,18.44,11
2021,NOVIEMBRE,Supia,2,2739,35589,12.99,11
2021,NOVIEMBRE,Supia,4,17,397,23.35,11
2021,NOVIEMBRE,Supia,6,7,153,21.86,11
2021,NOVIEMBRE,Victoria,1,643,5048,7.85,11
2021,NOVIEMBRE,Victoria,2,597,4794,8.03,11
2021,NOVIEMBRE,Victoria,3,249,2072,8.32,11
2021,NOVIEMBRE,Victoria,5,1,40,40.0,11
2021,NOVIEMBRE,Viterbo,1,972,13441,13.83,11
2021,NOVIEMBRE,Viterbo,2,1301,16855,12.96,11
2021,NOVIEMBRE,Viterbo,4,317,5083,16.03,11
2021,NOVIEMBRE,Viterbo,5,8,124,15.5,11
2021,DICIEMBRE,Aguadas,1,1172,10334,8.82,12
2021,DICIEMBRE,Aguadas,2,2386,21493,9.01,12
2021,DICIEMBRE,Aguadas,3,483,4711,9.75,12
2021,DICIEMBRE,Aguadas,4,18,114,6.33,12
2021,DICIEMBRE,Aguadas,5,1,39,39.0,12
2021,DICIEMBRE,Aguadas,6,3,760,253.33,12
2021,DICIEMBRE,Anserma,1,1479,13309,9.0,12
2021,DICIEMBRE,Anserma,2,1922,15608,8.12,12
2021,DICIEMBRE,Anserma,3,3174,24524,7.73,12
2021,DICIEMBRE,Anserma,4,271,1992,7.35,12
2021,DICIEMBRE,Anserma,5,3,106,35.33,12
2021,DICIEMBRE,Arauca,1,770,8208,10.66,12
2021,DICIEMBRE,Arauca,2,716,8775,12.26,12
2021,DICIEMBRE,Arauca,3,36,470,13.06,12
2021,DICIEMBRE,Arauca,5,1,290,290.0,12
2021,DICIEMBRE,Arma,1,47,511,10.87,12
2021,DICIEMBRE,Arma,2,365,3329,9.12,12
2021,DICIEMBRE,Arma,3,33,428,12.97,12
2021,DICIEMBRE,Belalcazar,1,591,5328,9.02,12
2021,DICIEMBRE,Belalcazar,2,809,7321,9.05,12
2021,DICIEMBRE,Belalcazar,3,391,3594,9.19,12
2021,DICIEMBRE,Belalcazar,4,9,112,12.44,12
2021,DICIEMBRE,Belalcazar,5,1,7,7.0,12
2021,DICIEMBRE,Chinchina,3,3651,47459,13.0,12
2021,DICIEMBRE,Chinchina,4,1861,20732,11.14,12
2021,DICIEMBRE,Chinchina,5,362,3996,11.04,12
2021,DICIEMBRE,Filadelfia,1,267,2305,8.63,12
2021,DICIEMBRE,Filadelfia,2,676,5336,7.89,12
2021,DICIEMBRE,Filadelfia,3,527,4208,7.98,12
2021,DICIEMBRE,Guarinocito,1,206,3671,17.82,12
2021,DICIEMBRE,Guarinocito,2,572,9182,16.05,12
2021,DICIEMBRE,Guarinocito,3,16,571,35.69,12
2021,DICIEMBRE,Guarinocito,4,3,94,31.33,12
2021,DICIEMBRE,Kilometro 41,1,168,1884,11.21,12
2021,DICIEMBRE,Kilometro 41,2,331,3356,10.14,12
2021,DICIEMBRE,Kilometro 41,3,62,750,12.1,12
2021,DICIEMBRE,Kilometro 41,4,16,548,34.25,12
2021,DICIEMBRE,Kilometro 41,5,42,249,5.93,12
2021,DICIEMBRE,Kilometro 41,6,2,12,6.0,12
2021,DICIEMBRE,La Dorada,1,4872,85129,17.47,12
2021,DICIEMBRE,La Dorada,3,4626,68948,14.9,12
2021,DICIEMBRE,La Dorada,4,398,8244,20.71,12
2021,DICIEMBRE,La Dorada,5,78,3116,39.95,12
2021,DICIEMBRE,La Dorada,6,20,427,21.35,12
2021,DICIEMBRE,Manzanares,1,376,2705,7.19,12
2021,DICIEMBRE,Manzanares,2,1513,10912,7.21,12
2021,DICIEMBRE,Manzanares,3,572,4448,7.78,12
2021,DICIEMBRE,Manzanares,4,14,96,6.86,12
2021,DICIEMBRE,Marmato,1,292,5884,20.15,12
2021,DICIEMBRE,Marmato,2,749,14226,18.99,12
2021,DICIEMBRE,Marmato,3,11,234,21.27,12
2021,DICIEMBRE,Marmato,4,1,2,2.0,12
2021,DICIEMBRE,Marquetalia,1,823,6536,7.94,12
2021,DICIEMBRE,Marquetalia,2,769,6835,8.89,12
2021,DICIEMBRE,Marquetalia,4,8,84,10.5,12
2021,DICIEMBRE,Marulanda,1,89,414,4.65,12
2021,DICIEMBRE,Marulanda,2,228,1372,6.02,12
2021,DICIEMBRE,Marulanda,3,25,183,7.32,12
2021,DICIEMBRE,Neira,1,175,1939,11.08,12
2021,DICIEMBRE,Neira,2,1367,13525,9.89,12
2021,DICIEMBRE,Neira,4,21,152,7.24,12
2021,DICIEMBRE,Neira,6,1,14,14.0,12
2021,DICIEMBRE,Palestina,1,642,5785,9.01,12
2021,DICIEMBRE,Palestina,2,835,7962,9.54,12
2021,DICIEMBRE,Palestina,3,185,1943,10.5,12
2021,DICIEMBRE,Palestina,4,197,1616,8.2,12
2021,DICIEMBRE,Palestina,5,8,96,12.0,12
2021,DICIEMBRE,Riosucio,1,715,6551,9.16,12
2021,DICIEMBRE,Riosucio,2,2181,20304,9.31,12
2021,DICIEMBRE,Riosucio,3,2825,25143,8.9,12
2021,DICIEMBRE,Riosucio,4,3,14,4.67,12
2021,DICIEMBRE,Risaralda,1,492,4232,8.6,12
2021,DICIEMBRE,Risaralda,2,1125,8539,7.59,12
2021,DICIEMBRE,Risaralda,3,258,1785,6.92,12
2021,DICIEMBRE,Risaralda,4,45,397,8.82,12
2021,DICIEMBRE,Risaralda,5,152,905,5.95,12
2021,DICIEMBRE,Risaralda,6,1,7,7.0,12
2021,DICIEMBRE,Salamina,1,977,8471,8.67,12
2021,DICIEMBRE,Salamina,3,775,7119,9.19,12
2021,DICIEMBRE,Salamina,4,19,245,12.89,12
2021,DICIEMBRE,Samana,1,662,4583,6.92,12
2021,DICIEMBRE,Samana,2,1028,7479,7.28,12
2021,DICIEMBRE,Samana,3,479,4058,8.47,12
2021,DICIEMBRE,San Jose,1,222,2016,9.08,12
2021,DICIEMBRE,San Jose,2,415,3468,8.36,12
2021,DICIEMBRE,San Jose,3,29,133,4.59,12
2021,DICIEMBRE,Supia,1,82,1391,16.96,12
2021,DICIEMBRE,Supia,2,2738,33974,12.41,12
2021,DICIEMBRE,Supia,3,2044,26751,13.09,12
2021,DICIEMBRE,Supia,4,17,350,20.59,12
2021,DICIEMBRE,Supia,6,7,139,19.86,12
2021,DICIEMBRE,Victoria,1,645,5152,7.99,12
2021,DICIEMBRE,Victoria,3,251,2231,8.89,12
2021,DICIEMBRE,Victoria,5,1,39,39.0,12
2021,DICIEMBRE,Viterbo,1,974,12971,13.32,12
2021,DICIEMBRE,Viterbo,2,1304,15817,12.13,12
2021,DICIEMBRE,Viterbo,3,1281,15665,12.23,12
2021,DICIEMBRE,Viterbo,4,320,4667,14.58,12
2021,DICIEMBRE,Viterbo,5,8,93,11.63,12
2022,ENERO,Aguadas,1,1174,10656,9.08,1
2022,ENERO,Aguadas,3,481,5255,10.93,1
2022,ENERO,Aguadas,4,18,139,7.72,1
2022,ENERO,Aguadas,5,1,10,10.0,1
2022,ENERO,Aguadas,6,3,626,208.67,1
2022,ENERO,Anserma,1,1481,13403,9.05,1
2022,ENERO,Anserma,2,1933,16185,8.37,1
2022,ENERO,Anserma,3,3179,25037,7.88,1
2022,ENERO,Anserma,4,271,2096,7.73,1
2022,ENERO,Anserma,5,3,110,36.67,1
2022,ENERO,Arauca,1,775,8866,11.44,1
2022,ENERO,Arauca,2,709,9277,13.08,1
2022,ENERO,Arauca,3,29,350,12.07,1
2022,ENERO,Arauca,5,1,289,289.0,1
2022,ENERO,Arma,1,47,480,10.21,1
2022,ENERO,Arma,2,366,3424,9.36,1
2022,ENERO,Arma,3,33,496,15.03,1
2022,ENERO,Belalcazar,1,593,6199,10.45,1
2022,ENERO,Belalcazar,2,808,8273,10.24,1
2022,ENERO,Belalcazar,4,9,110,12.22,1
2022,ENERO,Belalcazar,5,1,0,0.0,1
2022,ENERO,Chinchina,1,2049,26166,12.77,1
2022,ENERO,Chinchina,3,3652,49527,13.56,1
2022,ENERO,Chinchina,4,1863,22345,11.99,1
2022,ENERO,Chinchina,5,363,4629,12.75,1
2022,ENERO,Filadelfia,2,676,5995,8.87,1
2022,ENERO,Filadelfia,3,526,4648,8.84,1
2022,ENERO,Guarinocito,1,202,4389,21.73,1
2022,ENERO,Guarinocito,2,569,10573,18.58,1
2022,ENERO,Guarinocito,3,16,940,58.75,1
2022,ENERO,Guarinocito,4,3,96,32.0,1
2022,ENERO,Kilometro 41,1,167,1901,11.38,1
2022,ENERO,Kilometro 41,3,62,839,13.53,1
2022,ENERO,Kilometro 41,4,16,507,31.69,1
2022,ENERO,Kilometro 41,5,42,415,9.88,1
2022,ENERO,Kilometro 41,6,2,12,6.0,1
2022,ENERO,La Dorada,1,4875,96823,19.86,1
2022,ENERO,La Dorada,2,9432,138643,14.7,1
2022,ENERO,La Dorada,4,398,10017,25.17,1
2022,ENERO,La Dorada,5,79,4638,58.71,1
2022,ENERO,La Dorada,6,20,580,29.0,1
2022,ENERO,Manzanares,2,1517,12038,7.94,1
2022,ENERO,Manzanares,3,574,4974,8.67,1
2022,ENERO,Manzanares,4,14,110,7.86,1
2022,ENERO,Marmato,1,295,6261,21.22,1
2022,ENERO,Marmato,2,757,14203,18.76,1
2022,ENERO,Marmato,3,11,165,15.0,1
2022,ENERO,Marmato,4,1,3,3.0,1
2022,ENERO,Marquetalia,1,824,7003,8.5,1
2022,ENERO,Marquetalia,2,769,7427,9.66,1
2022,ENERO,Marquetalia,3,591,5743,9.72,1
2022,ENERO,Marquetalia,4,8,113,14.13,1
2022,ENERO,Marulanda,1,89,390,4.38,1
2022,ENERO,Marulanda,2,227,1319,5.81,1
2022,ENERO,Marulanda,3,25,108,4.32,1
2022,ENERO,Neira,1,173,1851,10.7,1
2022,ENERO,Neira,2,1366,15457,11.32,1
2022,ENERO,Neira,3,2058,21577,10.48,1
2022,ENERO,Neira,4,21,130,6.19,1
2022,ENERO,Neira,6,1,21,21.0,1
2022,ENERO,Palestina,1,640,6299,9.84,1
2022,ENERO,Palestina,2,839,8834,10.53,1
2022,ENERO,Palestina,3,185,2194,11.86,1
2022,ENERO,Palestina,4,197,2253,11.44,1
2022,ENERO,Palestina,5,8,151,18.88,1
2022,ENERO,Riosucio,2,2186,22665,10.37,1
2022,ENERO,Riosucio,4,3,17,5.67,1
2022,ENERO,Risaralda,1,492,4063,8.26,1
2022,ENERO,Risaralda,2,1128,8385,7.43,1
2022,ENERO,Risaralda,3,260,1994,7.67,1
2022,ENERO,Risaralda,4,45,532,11.82,1
2022,ENERO,Risaralda,5,152,1489,9.8,1
2022,ENERO,Risaralda,6,1,15,15.0,1
2022,ENERO,Salamina,3,776,7427,9.57,1
2022,ENERO,Salamina,4,19,273,14.37,1
2022,ENERO,Samana,1,661,4756,7.2,1
2022,ENERO,Samana,2,1027,8593,8.37,1
2022,ENERO,Samana,3,482,4688,9.73,1
2022,ENERO,San Jose,1,222,1998,9.0,1
2022,ENERO,San Jose,2,416,3301,7.94,1
2022,ENERO,San Jose,3,29,108,3.72,1
2022,ENERO,Supia,1,81,1372,16.94,1
2022,ENERO,Supia,2,2741,38434,14.02,1
2022,ENERO,Supia,3,2022,26906,13.31,1
2022,ENERO,Supia,4,15,419,27.93,1
2022,ENERO,Supia,6,7,162,23.14,1
2022,ENERO,Victoria,2,596,5951,9.98,1
2022,ENERO,Victoria,3,251,2453,9.77,1
2022,ENERO,Victoria,5,1,21,21.0,1
